gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
male,29,30,Other,'Asian/Pacific Islander/Asian-American',0,1,1,'Business Administration',20.0,20.0,35.0,5.0,10.0,10.0,40.0,30.0,10.0,8.0,2.0,10.0,6,10,6,10,10,6.0,7.0,7.0,6.0,5.0,5.0,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,-0.25,6,6.0,1
female,26,26,European/Caucasian-American,European/Caucasian-American,1,1,3,English,24.0,16.0,28.0,14.0,8.0,10.0,15.0,15.0,25.0,20.0,5.0,20.0,8,7,8,9,5,5.0,6.0,7.0,6.0,6.0,6.0,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.57,3,6.0,0
male,21,20,European/Caucasian-American,'Black/African American',0,3,1,'Art History/medicine',20.0,20.0,20.0,20.0,10.0,10.0,20.0,15.0,20.0,15.0,12.0,18.0,9,6,10,9,10,5.0,8.0,8.0,6.0,7.0,5.0,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,-0.1,6,5.0,0
female,26,28,European/Caucasian-American,European/Caucasian-American,1,4,6,'Urban Planning',20.0,10.0,20.0,20.0,20.0,0.0,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,9.0,8.0,8.0,7.0,7.0,9.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.08,4,8.0,1
male,30,26,'Asian/Pacific Islander/Asian-American','Black/African American',0,6,6,'BUSINESS CONSULTING',30.0,5.0,10.0,20.0,30.0,5.0,50.0,10.0,10.0,10.0,5.0,15.0,6,7,6,7,7,5.0,4.0,5.0,4.0,5.0,4.0,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,-0.23,7,4.0,0
female,22,21,'Latino/Hispanic American',European/Caucasian-American,0,1,5,'Speech Language Pathology',15.0,20.0,15.0,30.0,5.0,15.0,17.0,10.0,18.0,20.0,25.0,10.0,6,6,7,7,7,1.0,3.0,7.0,1.0,4.0,2.0,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,-0.31,5,1.0,0
male,24,23,European/Caucasian-American,European/Caucasian-American,1,1,1,Economics,10.0,20.0,20.0,20.0,20.0,10.0,25.0,35.0,30.0,10.0,0.0,0.0,3,8,3,7,2,3.0,4.0,7.0,3.0,7.0,1.0,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,0.21,3,3.0,0
female,24,28,European/Caucasian-American,European/Caucasian-American,1,2,5,law,50.0,0.0,25.0,10.0,0.0,15.0,45.0,5.0,25.0,20.0,0.0,5.0,7,5,10,8,3,7.0,6.0,8.0,9.0,4.0,5.0,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.11,4,5.0,1
female,26,30,Other,European/Caucasian-American,0,1,1,'Masters in Public Administration',35.0,15.0,25.0,10.0,5.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,7,6,10,7,7,6.0,8.0,9.0,6.0,6.0,6.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.21,6,7.0,1
female,26,34,European/Caucasian-American,European/Caucasian-American,1,6,1,'Creative Writing - Nonfiction',35.0,15.0,15.0,25.0,10.0,0.0,15.0,20.0,15.0,30.0,10.0,10.0,4,7,7,8,7,6.0,8.0,9.0,8.0,8.0,6.0,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.46,3,6.0,0
male,21,23,European/Caucasian-American,European/Caucasian-American,1,10,9,Law,10.0,20.0,20.0,20.0,20.0,10.0,15.0,20.0,15.0,30.0,5.0,15.0,5,8,6,8,7,6.0,7.0,7.0,6.0,6.0,4.0,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2,0.11,5,5.0,0
male,27,27,European/Caucasian-American,European/Caucasian-American,1,8,3,'Mathematics; PhD',15.38,19.23,19.23,19.23,13.46,13.46,9.52,19.05,23.81,19.05,4.76,23.81,4,9,7,9,4,6.0,3.0,8.0,3.0,3.0,2.0,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1,0.03,3,4.0,0
female,23,27,European/Caucasian-American,European/Caucasian-American,1,10,9,'Social Work',20.0,20.0,20.0,15.0,5.0,20.0,10.0,15.0,40.0,15.0,10.0,10.0,9,10,10,9,10,4.0,5.0,6.0,3.0,4.0,4.0,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,0.23,8,5.0,0
female,28,22,European/Caucasian-American,European/Caucasian-American,1,1,5,'German Literature',30.0,10.0,20.0,30.0,0.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,7,10,7,10,7,6.0,5.0,7.0,8.0,9.0,4.0,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,-0.56,5,4.0,0
male,27,26,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,6,8,chemistry,10.0,20.0,15.0,20.0,20.0,15.0,20.0,15.0,25.0,15.0,20.0,5.0,9,8,7,9,9,6.0,8.0,7.0,7.0,7.0,4.0,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,0.42,8,8.0,1
female,27,26,European/Caucasian-American,Other,0,5,1,business,27.78,19.44,19.44,27.78,2.78,2.78,15.09,18.87,18.87,16.98,16.98,13.21,7,10,6,8,9,8.0,7.0,7.0,6.0,6.0,5.0,2,1,10,10,7,8,5,1,1,10,4,10,9,5,7,7,4,0.44,3,5.0,0
female,24,23,European/Caucasian-American,European/Caucasian-American,1,1,4,'political science',19.05,19.05,19.05,19.05,9.52,14.29,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,4.0,5.0,6.0,4.0,6.0,4.0,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,0.35,7,4.0,0
male,21,23,European/Caucasian-American,European/Caucasian-American,1,8,2,Law,15.0,15.0,18.0,18.0,14.0,20.0,35.0,5.0,30.0,20.0,5.0,5.0,8,8,9,9,9,5.0,8.0,8.0,8.0,9.0,7.0,10,10,10,10,7,7,7,3,1,3,5,5,10,8,10,8,5,0.22,7,8.0,0
male,28,27,European/Caucasian-American,European/Caucasian-American,1,7,2,Physics,15.38,17.31,17.31,17.31,17.31,15.38,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7.0,8.0,7.0,7.0,8.0,6.0,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.46,6,7.0,1
male,30,23,European/Caucasian-American,European/Caucasian-American,1,1,1,'political science',20.0,20.0,20.0,20.0,10.0,10.0,35.0,15.0,25.0,10.0,5.0,10.0,7,7,6,8,4,7.0,6.0,3.0,5.0,6.0,5.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.35,4,6.0,1
female,23,24,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,2,4,Biology,30.0,10.0,20.0,20.0,10.0,10.0,16.0,16.0,19.0,17.0,14.0,18.0,5,4,7,8,6,4.0,5.0,5.0,5.0,5.0,4.0,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,0.13,5,5.0,0
male,24,22,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,9,6,'Electrical Engineering',10.0,25.0,25.0,10.0,10.0,20.0,20.0,16.0,16.0,17.0,16.0,15.0,7,9,9,8,9,3.0,8.0,8.0,8.0,8.0,3.0,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,-0.24,8,2.0,0
male,27,35,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,2,MBA,15.0,15.0,30.0,15.0,15.0,10.0,30.0,20.0,15.0,15.0,8.0,12.0,8,9,9,8,9,7.0,6.0,5.0,6.0,6.0,6.0,9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,-0.2,5,6.0,1
male,30,26,European/Caucasian-American,European/Caucasian-American,1,1,1,'political science',15.0,15.0,15.0,40.0,10.0,5.0,35.0,15.0,25.0,10.0,5.0,10.0,7,7,6,8,4,7.0,7.0,4.0,3.0,4.0,4.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.41,4,3.0,0
male,20,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Public Administration',15.0,15.0,20.0,20.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0,7,7,8,8,8,7.0,9.0,10.0,9.0,8.0,7.0,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,0.16,10,8.0,0
male,22,24,European/Caucasian-American,European/Caucasian-American,1,1,1,Law,45.0,5.0,25.0,20.0,0.0,5.0,60.0,0.0,0.0,40.0,0.0,0.0,9,9,9,10,9,7.0,6.0,10.0,6.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.18,7,8.0,0
male,28,29,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,6,5,Business,10.0,20.0,25.0,25.0,10.0,10.0,20.0,10.0,20.0,20.0,20.0,0.0,6,8,8,9,10,7.0,7.0,9.0,9.0,8.0,7.0,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,0.26,6,10.0,1
female,24,23,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,4,'political science',11.11,17.78,17.78,17.78,17.78,17.78,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,6.0,9.0,9.0,10.0,9.0,10.0,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.5,7,10.0,1
male,27,35,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,9,7,Business,15.0,15.0,30.0,15.0,15.0,10.0,30.0,15.0,15.0,20.0,5.0,15.0,7,8,8,9,8,7.0,9.0,7.0,4.0,4.0,3.0,9,10,8,9,9,9,7,4,2,9,6,8,6,7,7,4,2,0.43,5,4.0,0
female,30,29,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,2,4,'School Psychology',40.0,10.0,15.0,10.0,10.0,15.0,10.0,20.0,20.0,10.0,10.0,30.0,7,9,7,8,8,7.0,6.0,7.0,8.0,6.0,5.0,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,-0.18,6,6.0,1
male,22,20,European/Caucasian-American,'Black/African American',0,7,5,philosophy,20.0,20.0,20.0,20.0,10.0,10.0,25.0,40.0,15.0,10.0,5.0,5.0,9,10,9,9,9,6.0,7.0,7.0,6.0,7.0,7.0,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,0.6,6,6.0,0
male,27,38,European/Caucasian-American,European/Caucasian-American,1,8,8,Business,15.0,15.0,20.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0,7,10,6,10,10,7.0,7.0,10.0,9.0,10.0,5.0,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,-0.25,5,6.0,1
male,27,24,European/Caucasian-American,European/Caucasian-American,1,8,8,Business,18.0,19.0,16.0,15.0,15.0,17.0,20.0,20.0,20.0,20.0,10.0,10.0,7,10,6,10,10,5.0,10.0,7.0,3.0,5.0,2.0,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,-0.22,5,1.0,0
male,27,24,'Latino/Hispanic American',Other,0,6,2,'MBA Finance',20.0,30.0,10.0,10.0,10.0,20.0,25.0,25.0,25.0,15.0,10.0,0.0,8,8,8,9,9,9.0,8.0,8.0,6.0,7.0,7.0,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,0.33,6,7.0,1
male,21,22,European/Caucasian-American,European/Caucasian-American,1,1,1,'electrical engineering',15.09,16.98,16.98,16.98,18.87,15.09,15.56,11.11,22.22,15.56,20.0,15.56,7,5,7,10,10,3.0,4.0,5.0,5.0,5.0,5.0,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,-0.13,6,2.0,0
female,24,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,2,2,'international finance and business',19.57,19.57,15.22,17.39,15.22,13.04,15.38,17.31,17.31,19.23,13.46,17.31,9,9,10,9,9,9.0,8.0,8.0,9.0,8.0,9.0,7,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7,0.02,6,8.0,1
male,29,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,Mathematics,20.0,15.0,25.0,15.0,15.0,10.0,25.0,20.0,15.0,25.0,10.0,5.0,6,8,7,10,9,9.0,7.0,8.0,6.0,7.0,5.0,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,-0.22,6,8.0,1
male,24,24,European/Caucasian-American,European/Caucasian-American,1,3,3,Psychology,35.0,10.0,20.0,20.0,10.0,5.0,25.0,15.0,25.0,25.0,15.0,15.0,7,9,8,9,9,9.0,7.0,7.0,6.0,7.0,7.0,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,0.0,7,9.0,1
male,27,25,European/Caucasian-American,Other,0,6,8,chemistry,20.0,20.0,20.0,20.0,10.0,10.0,20.0,15.0,25.0,15.0,20.0,5.0,9,8,7,9,9,7.0,8.0,7.0,8.0,6.0,5.0,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,0.52,8,7.0,1
male,23,33,European/Caucasian-American,'Black/African American',0,5,5,'biomedical engineering',20.0,20.0,20.0,15.0,15.0,10.0,20.0,15.0,20.0,20.0,10.0,15.0,7,9,8,9,8,7.0,9.0,9.0,8.0,7.0,5.0,10,4,1,4,7,8,10,2,8,7,2,6,8,10,10,5,2,0.08,7,7.0,1
female,28,29,European/Caucasian-American,European/Caucasian-American,1,10,10,'Education Policy',30.0,15.0,15.0,20.0,10.0,10.0,15.0,20.0,35.0,15.0,5.0,10.0,8,9,6,10,9,8.0,7.0,8.0,9.0,9.0,7.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.16,3,8.0,1
female,22,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Mechanical Engineering',20.0,15.0,20.0,20.0,15.0,10.0,20.0,20.0,10.0,15.0,5.0,30.0,3,9,9,9,7,6.0,8.0,8.0,8.0,7.0,6.0,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.38,8,7.0,1
male,21,21,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,10,9,Law,30.0,5.0,30.0,15.0,15.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,5,8,6,8,7,6.0,6.0,6.0,5.0,5.0,5.0,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2,0.35,5,5.0,0
female,26,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,9,'Education Policy',15.0,30.0,20.0,20.0,10.0,5.0,40.0,5.0,30.0,15.0,5.0,5.0,8,10,9,9,10,1.0,8.0,8.0,2.0,8.0,2.0,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,0.51,6,6.0,0
male,27,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,2,MBA,15.0,20.0,20.0,20.0,20.0,5.0,30.0,20.0,15.0,15.0,8.0,12.0,8,9,9,8,9,6.0,8.0,8.0,7.0,7.0,6.0,9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,-0.07,5,6.0,1
female,28,22,'Latino/Hispanic American',European/Caucasian-American,0,1,1,'Political Science',10.0,15.0,25.0,15.0,15.0,20.0,0.0,25.0,25.0,25.0,25.0,0.0,9,9,9,9,10,4.0,9.0,3.0,2.0,4.0,1.0,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.11,10,2.0,0
male,25,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,7,'International Affairs',15.0,15.0,25.0,15.0,15.0,15.0,50.0,5.0,5.0,5.0,5.0,30.0,9,6,7,10,10,7.0,6.0,6.0,5.0,9.0,3.0,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,0.06,3,6.0,0
female,23,25,'Black/African American','Asian/Pacific Islander/Asian-American',0,8,1,Law,25.0,20.0,25.0,20.0,10.0,0.0,50.0,10.0,20.0,10.0,10.0,0.0,8,2,7,8,8,2.0,8.0,10.0,3.0,10.0,3.0,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,-0.15,2,5.0,0
female,25,28,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,1,6,'Religion; GSAS',14.71,14.71,14.71,14.71,20.59,20.59,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,3.0,4.0,4.0,4.0,5.0,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,0.09,6,2.0,0
female,29,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,2,'International Educational Development',15.0,10.0,30.0,10.0,5.0,30.0,10.0,20.0,20.0,20.0,20.0,10.0,9,10,9,9,9,7.0,9.0,9.0,7.0,9.0,7.0,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,0.6,5,7.0,1
male,27,23,'Black/African American',European/Caucasian-American,0,2,1,Business,20.0,20.0,20.0,15.0,10.0,15.0,40.0,20.0,20.0,20.0,0.0,0.0,7,8,3,8,5,9.0,7.0,8.0,7.0,7.0,5.0,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,0.16,3,8.0,1
male,27,28,'Black/African American',European/Caucasian-American,0,1,1,'MFA Creative Writing',15.0,15.0,20.0,15.0,15.0,20.0,21.0,17.0,22.0,20.0,8.0,13.0,6,8,7,8,8,4.0,6.0,6.0,5.0,5.0,2.0,3,2,2,7,8,8,3,3,7,10,7,5,9,7,7,7,1,0.8,5,5.0,0
female,35,30,'Latino/Hispanic American',Other,0,1,5,Economics,20.0,25.0,25.0,15.0,5.0,10.0,10.0,32.0,20.0,12.0,11.0,15.0,5,9,9,5,5,4.0,8.0,7.0,4.0,5.0,3.0,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,0.58,6,4.0,0
female,24,32,European/Caucasian-American,European/Caucasian-American,1,2,8,'Public Health',50.0,0.0,10.0,30.0,0.0,10.0,10.0,15.0,30.0,20.0,15.0,10.0,6,10,8,10,9,7.0,7.0,8.0,9.0,8.0,8.0,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,-0.06,6,9.0,1
male,25,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,9,6,'Operations Research',20.0,20.0,15.0,15.0,15.0,15.0,25.0,20.0,25.0,20.0,10.0,0.0,3,10,8,9,5,8.0,10.0,9.0,9.0,8.0,4.0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,-0.12,3,3.0,0
female,27,29,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,5,8,'Education Leadership - Public School Administration',35.0,30.0,25.0,5.0,0.0,5.0,15.0,15.0,25.0,15.0,15.0,15.0,7,10,7,9,10,7.0,7.0,8.0,8.0,8.0,3.0,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,-0.2,7,5.0,0
female,26,28,European/Caucasian-American,European/Caucasian-American,1,4,4,'Masters of Social Work&Education',50.0,0.0,25.0,10.0,0.0,15.0,15.0,15.0,15.0,40.0,10.0,5.0,6,8,10,6,9,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.49,7,9.0,1
female,21,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,8,10,'Operations Research',30.0,15.0,25.0,25.0,5.0,0.0,12.0,18.0,20.0,16.0,16.0,18.0,5,9,7,9,10,7.0,7.0,7.0,5.0,6.0,3.0,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,-0.08,5,6.0,0
female,26,28,Other,European/Caucasian-American,0,1,1,'Masters in Public Administration',50.0,0.0,25.0,10.0,0.0,15.0,20.0,10.0,20.0,30.0,10.0,10.0,7,6,10,7,7,8.0,5.0,5.0,6.0,5.0,5.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.35,6,7.0,1
female,24,22,European/Caucasian-American,European/Caucasian-American,1,5,6,'Art Education',10.0,15.0,25.0,15.0,15.0,20.0,22.0,14.0,30.0,10.0,14.0,10.0,7,9,7,9,10,3.0,5.0,6.0,5.0,7.0,6.0,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.42,3,3.0,0
female,26,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,MBA,30.0,15.0,15.0,20.0,5.0,15.0,20.0,10.0,25.0,25.0,10.0,10.0,8,7,8,8,7,7.0,7.0,7.0,7.0,7.0,6.0,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,-0.22,5,7.0,0
male,24,28,European/Caucasian-American,European/Caucasian-American,1,9,5,Physics,16.36,16.36,18.18,18.18,16.36,14.55,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,5.0,5.0,4.0,5.0,4.0,4.0,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,-0.07,3,4.0,0
female,21,24,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,2,4,Law,30.0,10.0,20.0,10.0,10.0,20.0,15.0,20.0,20.0,15.0,15.0,15.0,6,8,8,8,7,5.0,6.0,7.0,7.0,6.0,6.0,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,0.21,3,6.0,1
male,23,22,European/Caucasian-American,European/Caucasian-American,1,5,5,'biomedical engineering',8.0,20.0,25.0,25.0,12.0,10.0,20.0,15.0,20.0,20.0,10.0,15.0,7,9,8,9,8,4.0,8.0,8.0,6.0,7.0,3.0,10,4,1,4,7,8,10,2,8,7,2,6,8,10,10,5,2,0.36,7,6.0,0
female,22,29,'Asian/Pacific Islander/Asian-American',Other,0,6,2,TESOL,40.0,30.0,10.0,8.0,2.0,10.0,16.0,20.0,19.0,16.0,18.0,11.0,6,9,8,8,8,5.0,6.0,6.0,5.0,5.0,6.0,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,0.33,7,5.0,0
female,32,25,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',27.0,15.0,28.0,10.0,10.0,10.0,15.0,5.0,45.0,10.0,15.0,10.0,7,9,7,10,10,6.0,4.0,5.0,5.0,6.0,3.0,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.13,3,6.0,0
female,25,31,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,'Human Rights',16.0,16.0,20.0,16.0,16.0,16.0,20.0,10.0,20.0,20.0,10.0,20.0,8,8,8,6,6,4.0,7.0,6.0,5.0,7.0,4.0,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,0.02,4,6.0,0
male,27,36,European/Caucasian-American,European/Caucasian-American,1,5,7,Business,18.18,18.18,18.18,18.18,13.64,13.64,17.78,17.78,22.22,20.0,15.56,6.67,5,6,9,8,9,1.0,4.0,5.0,1.0,3.0,1.0,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,-0.29,5,1.0,0
female,30,23,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Social Studies Education',25.0,5.0,30.0,15.0,5.0,20.0,20.0,20.0,35.0,5.0,10.0,10.0,9,10,7,9,7,6.0,8.0,7.0,7.0,7.0,7.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.17,6,8.0,0
male,32,28,European/Caucasian-American,'Latino/Hispanic American',0,1,1,'medical informatics',0.0,25.0,25.0,25.0,25.0,0.0,25.0,15.0,20.0,25.0,10.0,5.0,8,8,8,8,8,7.0,7.0,8.0,7.0,8.0,8.0,8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1,0.64,8,8.0,1
female,29,33,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,9,8,Business,20.0,10.0,20.0,15.0,15.0,20.0,50.0,5.0,25.0,20.0,0.0,0.0,10,10,9,10,10,5.0,10.0,8.0,8.0,6.0,5.0,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9,0.02,5,4.0,1
male,30,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,8,Business,10.0,25.0,20.0,20.0,5.0,20.0,40.0,10.0,20.0,10.0,0.0,20.0,10,10,10,10,10,1.0,10.0,6.0,1.0,3.0,1.0,10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1,0.48,7,6.0,0
male,24,26,European/Caucasian-American,European/Caucasian-American,1,5,1,'Industrial Engineering',10.0,30.0,20.0,15.0,15.0,10.0,20.0,15.0,20.0,20.0,15.0,10.0,5,7,6,5,7,6.0,5.0,7.0,7.0,6.0,5.0,6,4,4,5,7,8,8,9,6,7,4,9,9,9,9,6,3,0.36,7,6.0,0
female,27,26,'Black/African American',European/Caucasian-American,0,1,2,'TC [Health Ed]',20.0,35.0,20.0,10.0,10.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,7,8,7,8,7,8.0,7.0,7.0,7.0,6.0,7.0,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,-0.33,4,7.0,1
male,30,33,European/Caucasian-American,'Latino/Hispanic American',0,1,1,Law,40.0,15.0,25.0,5.0,15.0,0.0,20.51,14.53,24.79,17.09,5.98,17.09,7,7,9,8,8,6.0,7.0,7.0,7.0,7.0,7.0,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,0.31,9,7.0,0
male,30,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,5,6,MBA,10.0,25.0,20.0,20.0,5.0,20.0,30.0,3.0,30.0,30.0,3.0,4.0,7,7,7,7,7,3.0,5.0,5.0,5.0,5.0,3.0,5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3,0.27,7,4.0,0
male,25,23,Other,European/Caucasian-American,0,1,1,'International Affairs',15.38,17.31,19.23,19.23,11.54,17.31,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,8.0,10.0,10.0,10.0,10.0,10.0,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,0.52,10,10.0,1
female,29,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'International Affairs/Finance',20.45,20.45,20.45,18.18,18.18,2.27,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,5.0,6.0,5.0,7.0,7.0,6.0,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,0.32,5,6.0,1
female,25,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Human Rights',20.0,10.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,10.0,20.0,8,8,8,6,6,7.0,4.0,5.0,8.0,5.0,7.0,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,-0.17,4,6.0,1
male,28,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,7,2,Physics,9.76,19.51,19.51,14.63,19.51,17.07,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7.0,7.0,7.0,6.0,6.0,5.0,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.44,6,7.0,1
